,village,timestamp,crop_type,total_yield,pesticides_tonnes,rainfall_mm,temperature_C,humidity_%,wind_speed_kmph,solar_radiation_Wm2,frost_days,soil_ph,soil_moisture_%,soil_nitrogen_ppm,soil_phosphorus_ppm,soil_potassium_ppm,organic_matter_%,fertilizer_kg_per_hectare,irrigation_mm,pesticide_use_liters,NDVI,EVI,SAVI,canopy_temp_C,previous_yield_tonnes,yield_variability_%,market_price_usd_per_tonne,demand_forecast_tonnes,altitude_m,slope_%,proximity_to_water_km,drought_frequency,heatwave_days,CO2_concentration_ppm,local_market_demand_tonnes,export_market_demand_tonnes,local_market_price_Maloti_per_tonne,export_market_price_Maloti_per_tonne,storage_cost_Maloti_per_month,transport_cost_Maloti_per_km,profit_margin_%,supply_vs_demand_ratio
10,Mokhotlong,2020-11-30,wheat,6.887600668272827,3.8553354806403357,79.10425737512028,20.290355989778917,50.0302696910263,15.873542056156648,379.3040071704633,4,5.608458917152948,18.088789037424526,63.88639418669232,26.72088951870654,175.04753237810723,2.8954740287179073,122.21369014358028,96.80893841070652,1.2288286604449927,0.3468960681491139,0.22827857648778332,0.684120673684351,24.871216071273352,1.5704821216762008,21.915995020926257,566.9306350529853,1890.2882948691029,1625.2725925174707,2.911139724999683,2.182320299148056,1,8,392.6370870033084,2075.8849165163365,1122.541810186458,5901.27665378593,7586.7341210338,392.9379527100636,18.45008288871267,8.862958596925868,0.5122821142475636
11,Ha Lejone,2020-12-31,wheat,8.859864358178548,4.4998081998661945,52.874256395056776,20.21453178194906,54.28198479551336,14.060741920761817,789.233783312136,2,5.511231869473885,20.270913040287333,60.005579405922006,36.12028620044704,184.27790581936597,4.121207734719409,101.2724028101941,82.55103515998766,1.0939721793204817,0.29957151287061495,0.7637438894734316,0.38783233340485157,34.29468210560974,4.513814520129289,8.054765646555229,424.6589848245493,2713.9417905951486,1286.1868482808736,14.919166531697934,0.64604489427655,2,1,414.0966265860613,2637.4424738350776,1355.6913306364772,5919.314003138348,5669.607159130608,115.20794501830376,47.06209499900423,7.441650920273405,0.6167247537618528
12,Mokhotlong,2021-01-31,wheat,4.5869144736995455,3.0593004757631013,188.99566568789243,25.197852163269197,43.18598891780174,18.878485268104146,799.6306194928368,1,7.228330320528576,26.04986314530815,43.53061664219014,14.154741928299508,143.118157582842,4.916963681335575,119.16500639048525,82.60698824091949,1.7813505526542346,0.7519776149001254,0.7692390826974458,0.6513189513228367,30.683744827987816,1.9558671305432465,13.79350282575979,308.1159370906304,4843.713181261814,1353.7628419900489,13.709710909283638,0.7561284091526187,1,8,406.07898352962826,888.0463468139717,1007.4123644942534,2997.8628307879376,7758.971909120884,103.14169968952176,30.040801965533362,27.60420583776529,0.7513829533691753
13,Qacha's Nek,2021-02-28,wheat,8.363809084310002,2.5076561029752558,70.61694660432497,24.535068310142844,75.54277923852213,17.84810954444761,617.0351585878548,0,5.800221457703176,21.63503084004806,66.18467008772328,18.17225581472382,171.20590564012466,4.608166618798996,102.72040227031994,58.000148028568546,0.7922648797041425,0.8413727723463802,0.5837763093883421,0.553544848897405,37.38332203397063,4.102551011338743,16.400660391748758,366.86917568692246,3933.998840001984,1312.4798526987913,3.829273711500533,9.672360386113533,1,1,384.48139235148966,2128.8995395248803,725.1952107774239,5635.525610432016,5987.889026525377,473.44314399319074,13.016534477141644,17.934168738680768,1.1988705491678135
14,Ha Lejone,2021-03-31,wheat,2.084911215954608,0.7193064262643305,69.80856490355282,21.087848483426374,50.26221956843025,6.931842509680459,663.0300632110806,0,5.618285621762859,24.177097096899097,47.17653450926913,19.486852412116697,279.1419559173979,3.1573423632749402,77.15834296489338,76.24478482466435,1.496654902342237,0.21538073152776574,0.44723315994620505,0.4966786788660362,34.57682105516244,2.6275110597898514,16.6002030567059,516.82198118989,3365.960029571881,1586.013804030954,14.860966222843858,1.7415714496530605,1,1,413.4447976487362,563.2461391161135,908.4350239976164,4527.301700389549,4040.5281834607467,234.00720006003354,46.20216998056439,23.005788762197213,0.5080080097702058
15,Thaba-Tseka,2021-04-30,wheat,3.2591587839758347,2.791362385917288,90.15103346763453,25.800948730853683,88.50219393378143,10.980617459392704,684.0636946125802,0,6.178719533764395,18.477018882132388,50.602820281207016,30.507615417326804,158.58577591495884,1.6703234510056841,127.16008051305734,51.300253982285334,1.126327040968505,0.4088717464934453,0.39025134592895805,0.3296592746549195,33.61302493523994,2.309879467396374,18.167739426594206,330.57257014999243,1994.448945440473,1279.2018697632457,9.086523495879419,9.327010560909308,0,4,381.62520070845153,2779.03414679315,1458.7281136743552,3999.76818777638,6617.7359611465945,114.02660842883066,48.24735236782058,5.186103668366969,1.3837914168576442
16,Thaba-Tseka,2021-05-31,wheat,5.961344015101726,4.3363917157920895,74.33502055953412,27.833034553363547,48.54642828970981,17.12225441615621,709.572940206148,3,6.556635238978374,29.84677080996668,25.941840609779398,22.80062410122644,147.4027261883237,4.637544811477115,52.9812778278091,84.82440624520417,0.7024328394527248,0.5689754288091287,0.3943429996199438,0.2564517773626238,28.956350191521928,1.7226491413114307,5.206546140200201,426.4571345654865,3997.352494671617,1609.2489488243782,4.142755580103233,5.910184387030163,0,4,405.3906880492046,1383.4636768197247,1059.2270520277384,3401.4734651640265,5015.438742625088,416.6246115926333,12.300212208451402,16.50712227905325,1.3640966900176423
17,Semonkong,2021-06-30,wheat,7.359851870738639,4.290780124373602,74.04404955245471,31.552240252373146,70.00683721769283,16.96845925995313,682.1510604525531,3,6.9485786133549095,26.73292818229325,62.0904120212025,11.232318229885298,277.43318407829486,3.818163675833875,102.02967499497211,85.15494790942931,0.8833321357459976,0.48653992751783504,0.6627083189667868,0.11532465723078388,36.94479746387469,2.665520155348922,17.729753933105314,317.7174422373789,2586.734400991761,1577.8773426247164,8.106370517168095,3.4634587506066867,2,1,418.18055103647293,2702.3153264360963,964.8868548659538,4594.542440208357,4516.831633129679,346.08417866299874,17.076344199210904,5.745539923893909,1.178470993692771
18,Semonkong,2021-07-31,wheat,7.610294955179071,2.260219879888213,104.14010790867567,19.313647583134898,71.37804480146409,8.082536961071131,409.26314830361287,1,5.614013106949346,16.067274540076745,65.90360902411615,16.262465178785376,286.49893174273313,2.9030125614493336,50.648577123607296,80.78740209052732,1.729735249124538,0.5920671531553829,0.6480183165697337,0.6469023357816271,24.469023522878643,3.766566522736323,14.12293286299041,402.6216984179698,3780.730988027311,1232.1109289711062,1.1636771249668771,3.1802259083958058,2,3,385.64211036114966,961.0783819595642,871.1387914619942,4256.73062458097,6101.658680991679,352.292220193033,43.975824358986785,13.032744461034333,1.4437886245817206
19,Semonkong,2021-08-31,wheat,8.223934257604052,3.984926106219623,199.6467447472491,16.956555883875055,62.65467315964392,19.671555461408403,596.9001549930479,0,5.8153484498807675,15.778838171943978,49.98817809670016,15.674582580753196,152.40146412984282,1.8381624724629773,99.30760961570014,39.152049850232764,2.015102177692291,0.8761692191597552,0.7444738767262031,0.6245902769132137,28.5899250892939,2.0746201025528115,14.158317605523465,511.34553704912713,1559.9412212135003,1659.2656899338554,5.5683355787716255,4.995836816673573,1,3,402.60022953626185,2542.7169325947243,461.8995020744009,4253.4604758897285,7621.354092932757,351.6516342175529,21.87826852528549,23.766281250238553,1.1932254220442648
20,Ha Lejone,2021-09-30,wheat,9.67147730506678,4.486777200697713,88.6125568457189,16.630850870324274,50.2797589661257,8.693774898172578,728.8343045775239,4,7.088169309757127,11.08742004643714,64.57530013911426,37.83469304741899,103.69109958110316,1.8742827837667924,72.93782528388667,57.22545149436761,0.8943522992890909,0.33476302813519043,0.7938241335422385,0.5799096808409478,23.84915686993039,4.117599090130747,6.784749566476512,583.6196164179081,1642.9833182675675,1737.5757373087665,1.657310883799676,2.0640328391635756,0,7,386.63355032628317,641.2383894428509,505.10479806018026,4927.951196359623,7375.361835723035,309.01218764026396,40.24999852986342,22.559214219614322,0.6183056338638142
21,Ha Lejone,2021-10-31,wheat,9.410084156986493,4.505735477740511,72.66555909471005,27.729483379751823,58.90682698782819,9.634083073501392,484.00944740974865,0,7.016921179537418,19.725930013872418,34.35130366499305,19.652799835174775,237.82087085624389,4.911244790653269,119.45406163340373,69.1280010840833,0.9875958909704876,0.6842235434615815,0.35962837329889796,0.23268150924137104,33.60783874390469,2.3812059393618843,24.33413392495725,470.6800050325785,2483.6529607744587,1649.664611248613,10.040416006531219,2.967262401539072,0,3,417.5217863676643,2870.482741282268,1409.160706197996,4515.538855045233,4366.889815871173,133.06545811053834,14.723771668619591,5.15142568936212,1.3658896674851628
22,Mokhotlong,2021-11-30,wheat,8.808710010974327,2.4334685115061325,178.46064905316456,29.973823447263083,72.17330505094517,11.826232218544112,670.0948297017014,4,6.957641238213679,11.922475925127491,64.08825886799784,11.87481383627701,261.22132239194065,2.876682312451768,86.40104407576818,77.44709176491085,2.2869624945814984,0.28412917183835507,0.5709000195485614,0.5972385149950167,31.922932381892046,2.98408406927104,23.10177679591281,297.0001026179093,4451.816394978332,1356.2305594494965,5.401270988684317,5.164308985259215,1,7,410.9899099599048,1204.6297428224452,1203.0927263305994,5372.5645536301345,7741.370590993651,219.70034995379777,26.910729484950153,5.19261313575481,0.7801939363540095
23,Mokhotlong,2021-12-31,wheat,8.360387919033881,2.604483861153654,101.0379563194755,15.015004399638265,48.586553476310364,10.879934074357376,376.65515288388883,4,7.314656925933713,13.312160828306826,72.95565160675753,21.482181492512815,119.9600162543466,3.04192215371424,86.5602520885331,92.01759235460247,1.2757718197210914,0.479772149161644,0.20996561721342652,0.6251659315025758,22.91922163547141,1.3302526999982636,8.387849648974084,575.9274498469122,3936.660435862088,1288.758420877689,8.435732664912996,9.536955907193294,1,7,417.5427609228138,1431.471134229801,1425.1061438049,4994.771172573762,4922.803723081936,181.69455740672507,49.57551141190621,25.405896334993425,0.6811243407330064
24,Mokhotlong,2022-01-31,wheat,5.222227660326501,1.828816673094042,129.41797696532407,17.04148821319041,89.90919365643204,6.235191587513142,365.880382428609,3,6.127577789944131,24.01180013964077,48.4792338055455,10.347177868104957,182.89219270559772,4.361880595021157,107.30608270583915,53.53705962971583,0.8768251235314279,0.7266019422204777,0.3664544758983903,0.5690365910886086,31.69497046252404,3.343083686030439,19.665591526628205,433.3867480716981,4254.9512680657845,1727.129921724446,2.0692887919174052,8.364625952826259,0,0,407.655224504293,1248.9667497850771,1153.200637376949,4066.0270001030294,5170.210883048356,303.2897905835672,40.61885132716519,9.8196346458619,1.4027851056949103
25,Qacha's Nek,2022-02-28,wheat,4.75684016737562,2.2000617888067935,128.56046277236652,32.518097546522135,42.1969203806971,7.718313993159547,311.9709121381712,4,6.090985223807101,29.236307198137506,43.27912485502812,29.615909238314114,280.35995627624504,2.427504588273197,133.1440905057434,87.40216317024262,0.6821606898458616,0.708855332686503,0.33826062618231356,0.5897390117054159,21.56147790089614,1.0226442934518776,12.362149050025387,264.5105759140571,1198.0804036301272,1767.7589344678931,9.333532470680693,0.6557529884823885,1,9,396.36883638719,1472.5218416234106,809.9731381669219,2793.8843536694003,7481.41564361197,239.19432923718404,47.94530271181391,14.713535692790614,1.2250215048556083
26,Thaba-Tseka,2022-03-31,wheat,5.223528880530224,1.0883085675001514,83.25512630686072,28.09369893869327,45.81592954533623,8.73751867945045,311.9749703012788,3,6.203240199376627,23.972936343090584,69.83182696428626,12.511300576413053,122.88810277865974,3.286484337548184,75.7498408051051,32.942766188374335,1.3348647396626132,0.7692202970533668,0.42835512254683444,0.17764456572517556,29.263604483214067,2.885821511275884,21.45678142622826,212.1236648903088,3617.1059675724555,1513.2885469292562,11.444988461663591,2.923761260720101,0,3,400.1955430543929,2910.550278219405,895.0828335510793,5529.046531253169,5261.270345445739,147.7162108142262,40.2667396570816,25.359073776270144,1.4649903366124997
27,Ha Lejone,2022-04-30,wheat,4.661322743505229,4.513031086870909,130.8951674966671,29.86085856112718,83.10584779040744,15.290167572999717,350.3665027438913,3,5.825591115797122,24.86898966536249,41.03249391310023,31.992816467463474,296.6794656893152,4.805318560288141,135.50844073512724,90.90788661886423,1.441300907028094,0.445423240886044,0.7500758649340304,0.12335204427230267,23.358548293305347,3.526897946952158,10.049141021621855,347.56649100071314,2946.900896512849,1265.9013257184188,8.04493412248142,5.114126968555218,0,0,416.1035670160518,955.9367395569658,932.2255666661986,2956.304273326703,5796.864531293024,186.20141100934995,34.04894595107527,10.625431016455526,0.9360073662644351
28,Semonkong,2022-05-31,wheat,3.139129336369292,2.66381653472964,76.83722309491193,27.921435705010552,75.76002468454925,9.001601717335072,541.6608691471578,4,6.728965758492231,28.784163504292874,53.791046885586404,13.330659914330347,271.26920772894164,1.239511440868764,63.77586260484374,58.53359503700415,2.098941505168615,0.30065977599322913,0.39165965592868174,0.5502830448507643,36.09761203982987,3.446144296833084,13.914995727262456,207.7087903607234,1184.6308588067836,1607.243150708275,7.2807878116946245,4.770883775915457,0,4,385.6963783597743,1560.1950430803283,433.228583774833,5014.8614893099675,6969.198565702611,497.0615778225056,13.747894263129957,10.281319747373544,1.0837065753491055
29,Ha Lejone,2022-06-30,wheat,7.227281786324213,2.8567122030164294,139.26620074498447,16.514993518014734,82.44409369776452,16.640722951392156,635.3317730078929,4,6.8830397355154735,17.07622469951807,29.197882671375446,21.548512317008225,110.37023248697876,1.5823187530328235,98.37683150520274,43.51863010755557,1.3852126056015308,0.34413918281258693,0.7152013079288673,0.6024450736515178,21.606061045851888,2.131550607336346,15.2596634359767,403.3311385342075,2485.5477595245657,1584.480182218655,9.546551841135871,4.216289159286824,2,4,404.4490037282346,1861.4222369415133,1408.2378317589964,4425.980792207685,7019.141255655117,403.21189931009604,16.673552328210214,5.966153827174876,1.0102085049802243
30,Qacha's Nek,2022-07-31,wheat,5.906444994386193,2.995140284971988,190.70791913368726,15.218305736133823,54.66655359569662,10.146224823185172,680.443459166321,4,5.855807731334818,17.493429869290463,50.726866805403645,18.75181736838163,202.6864455920766,3.9930820262824955,147.81206867632847,36.023028076768654,0.8927672126449928,0.4727638103657207,0.3392971941029732,0.2981966878914598,32.74780980182097,2.68785779691214,14.4856902255868,323.9432546476752,2374.4918897610874,1596.6320574401352,13.07626981330323,0.4876446103399442,2,9,402.94359201962067,2959.8194714551296,1305.2002748332563,2980.6227511363722,4455.912604562607,186.7190556139624,20.03241200029269,8.35320239910008,0.6206628073152415
31,Qacha's Nek,2022-08-31,wheat,3.634371703452941,1.4812061784783057,195.8069368044042,31.119839194844786,62.30963689249229,15.10021659547449,709.3667327134528,3,6.738272952444691,23.67131497290621,65.52081065177258,17.991873682161682,112.09090814343993,1.0696715677976898,130.24993769022296,26.295380445951942,0.5443417503830497,0.210367313400749,0.5229424279940695,0.5092396942617916,23.121022488422717,1.0067400934205435,12.197925437762953,572.0983513415564,1862.141305467244,1765.9931695933856,11.096647861227208,4.161444327154453,1,4,390.6352063329728,2295.5983961133065,1215.9326741481973,5383.981103899776,6650.33393815079,110.95230075051892,22.06333017411221,17.644990043430827,1.2305944648365836
32,Mokhotlong,2022-09-30,wheat,9.294746663352878,3.3436148938160777,185.44971908423267,30.51818199071576,66.4176799367176,12.704416906086967,570.6724101392699,4,6.447622877032287,24.96439331175135,38.44903427089954,28.90341942848979,132.14079208877337,3.2152993435648676,127.01670428923067,31.817976776989426,2.3850241160656553,0.6276577445238576,0.7100183484023761,0.6259747500878429,26.52918925229539,1.569631862851034,10.739255178880951,589.6774830465679,2214.115229369565,1317.965373930013,6.2576208647875085,9.010775114236566,1,2,392.62696454923065,2822.9316720866245,616.7769140804457,5927.148735044282,7415.714712558249,285.6215974726499,16.40077733300821,19.576325419983576,1.0297204995681628
33,Qacha's Nek,2022-10-31,wheat,4.589301701400298,3.665270796400456,194.3753138156124,26.143435548012945,86.10760924517619,13.409143729223391,748.9768049378742,3,6.3405705212706245,23.998171825433108,32.240699146129266,28.269413343202068,239.34487273027685,2.7153303943131135,96.60143843762161,59.315804650830124,2.433701254369172,0.46729419451403575,0.418132638144403,0.6395269385439863,28.983689149151076,3.492803735229699,9.71347083403087,218.0086717543622,2656.4038050095796,1635.2970869032329,1.9880493914455377,2.177269598661053,2,9,416.1813021134499,630.9768899670858,374.4053214783662,3702.0880683098867,4136.073029603386,381.92144847673444,14.312247604814821,16.110395257715396,0.8019090050887383
34,Semonkong,2022-11-30,wheat,7.041022117474681,1.6787079141826808,163.7815432380237,26.854399885807375,86.33666548091352,11.324421505927475,452.7098577492642,4,5.920507802294853,24.13044498733412,46.22365672453206,18.273262642259517,135.02919953874388,3.3802077158048176,82.9355559400183,34.61678076352506,0.7733974660865024,0.832554036482684,0.21017362229663286,0.10131229513226643,33.964949383486356,1.8611108773525853,18.646955370002196,584.3464088515373,2212.8325746200935,1488.0047156675096,5.655727033386126,1.4865837647188287,1,1,389.50367193106536,943.3925131322544,1017.6798701361832,3939.785585598178,6180.582807712362,199.61649614394412,33.93000681603436,26.81208325830057,0.6351610327612396
35,Qacha's Nek,2022-12-31,wheat,4.921946775353412,4.20503351885604,198.4523368533338,16.6315363719449,66.22725201082667,6.208684816197501,707.3596659149857,2,7.340284526024023,20.987907262791254,22.618765444148536,33.98535458478123,249.91723920067056,4.965903029103732,117.09391831173137,54.199451011087774,0.7101227305034203,0.23111833769775383,0.5705173225772577,0.38405128553006374,23.545158430672725,4.753851047579428,13.956607614223987,276.7410171892446,3741.849493287959,1489.553872892388,3.0423387226801806,7.648834282384213,0,0,395.21452079212537,2398.2850278266715,889.8556276370922,5970.561840231674,4392.114634945814,223.2303163880123,26.062350495174115,17.595358941207447,1.3581417063098964
36,Ha Lejone,2023-01-31,wheat,2.777069452257849,4.718937433804889,147.4474494196521,18.860541162400008,75.03752454750551,6.052020938000542,743.464246168678,2,6.192002236619586,15.24389345873719,22.563599881962407,32.45547890492141,183.44241099261194,4.331285876550192,111.9367851184335,42.26251349004963,1.8632150697500596,0.30688789187849896,0.514803453000884,0.1434520405528678,37.81968185225307,2.8903179926346367,7.649192755968068,281.7306210918857,2150.590460367892,1565.8298434486971,14.170247358129789,7.669400144252581,1,9,419.39747746127233,795.2077287103818,431.51615854951547,5053.279321346523,6172.607702071096,487.1563067427425,49.309749208757985,26.17308319867301,1.2648223028578174
37,Qacha's Nek,2023-02-28,wheat,2.713981643481312,3.831692553956709,131.41605738163656,33.753573862336395,50.849444302465635,15.006312504552675,304.50753397132485,3,7.289055443860272,20.151943323915148,45.58684585253616,16.291885961994712,298.63334666047945,3.314048681198033,54.47460256175,94.60803863055799,2.078845341093582,0.723164688895934,0.4860548947438445,0.16019216224478067,39.665923531682445,1.96280734520154,13.77245569686188,311.8932592787125,2714.0595048762575,1486.8265596003243,1.0554864835062228,3.8306364350303506,0,8,388.7083665460949,1561.847030445086,581.5559945310144,5810.212137459452,6398.174272589346,381.0136312947839,35.717959252724405,7.207644750835697,1.2499609352355603
38,Semonkong,2023-03-31,wheat,4.770487715120229,3.7379866929842653,140.14621362119647,27.79066548054744,46.85166928404081,6.8734307595072455,570.9831835816974,0,6.757475346117804,21.700484161432684,31.35390524763565,22.380298466120774,271.40641311423406,2.6608437000706697,146.77110204469025,86.42561889154918,2.2311758367053183,0.34166226747275386,0.4777873368670306,0.27440317041663265,30.876568216618665,2.8355283780169467,19.3035986470234,225.40558364162598,4126.302585856644,1461.1462372684457,5.967685670427438,3.4949427726761315,2,5,409.4212252962523,1290.3061958462756,596.366944428039,4347.831531895141,6479.643887464591,458.80761078734855,39.58295664082844,16.432335447254275,1.1992074577846128
39,Ha Lejone,2023-04-30,wheat,7.996955634311423,4.413301953423721,53.97171750610365,26.017700713475588,49.031654722384346,8.910179506598244,375.8385514672654,1,7.1478815334555,21.4319605216609,74.14623819405628,26.073608663280375,276.93974586601644,2.4879422219128737,83.60646495179199,53.68721795890872,2.0252473390381223,0.8443431263307339,0.3428246752354549,0.46682550248337273,26.930151962775575,2.0031384575944897,22.234119836016205,532.4518054204902,1923.7138876172341,1634.1582071880662,11.655638493362835,3.5202491949228563,1,1,383.623930362266,2708.9387076134567,878.5074088320531,5257.326595142389,6604.665860177237,358.2822313306992,18.278703450077337,26.849970472181532,1.1007459104510122
